ccode,y5,region,real_wage,homicide_rate,lifexp,stature,gdppc2011,avedu,polity2,population,co2emis_pc,so2emis_pc,biodiv,gini
788,1865,MENA,,,,,,,,,,,,
788,1870,MENA,,,,,1057,0.3,,1360.329,,0.0001957463,0.92346972,
788,1875,MENA,,,,,,,,,,,,
788,1880,MENA,,,,,,0.33,,1504.152,,0.0001866091,0.91052091,
788,1885,MENA,,,,,,,,,,,,
788,1890,MENA,,,,,,0.34,,1663.183,,0.0001761434,0.8953849,
788,1895,MENA,,,,,,,,,,,,
788,1900,MENA,,,,,,0.37,,1832.637,,0.000164669,0.8776668,
788,1905,MENA,,,,,,,,,,,,
788,1910,MENA,,,,162.9,,0.39,,2154.006,,0.0001431719,0.85699221,
788,1915,MENA,,,,,,,,,,,,
788,1920,MENA,,,28.8,,,0.42,,2265.435,0.003227164,0.0004159107,0.83872168,
788,1925,MENA,,,,,,,,,,,,
788,1930,MENA,,,31.22,,,0.48,,2529.29,0.003227164,0.002192805,0.81815775,
788,1935,MENA,,,,,,,,,,,,
788,1940,MENA,,,33.72,,,0.66,,3013.966,0.01274929,0.002398963,0.79496559,
788,1945,MENA,,,,,,,,,,,,
788,1950,MENA,12.31207218,,38.78,,1863,0.73,,3498.613,0.1119104,0.004338011,0.7688241,
788,1955,MENA,12.511944465,,40.699,,1946,,,,,,,
788,1960,MENA,12.338248805,,43.706,,2244,0.98,-9,4221,0.2324258,0.006418557,0.72280258,
788,1965,MENA,14.005892586,,48.311,,2763,,-9,,,,,
788,1970,MENA,9.54891537,,54.069,165.3,3053,1.81,-8,5098.627,0.3969182,0.01074896,0.70701705,59.21262
788,1975,MENA,13.05126703,,59.364,,4088,,-9,,,,,
788,1980,MENA,18.45317703,,64.252,,4920,3.135402,-9,6443.183,0.5263995,0.01945113,0.70896687,37.1675
788,1985,MENA,22.34478299,,67.142,,5284,,-8,,,,,
788,1990,MENA,20.685104402,,70.28,,5575,4.067813,-5,8211,0.5975699,0.0194902,0.70509969,42.34489
788,1995,MENA,,,72.401,,6272,,-3,,,,,
788,2000,MENA,,1.7,73.716,,7738,5.347535,-3,9568,0.5287769,0.02221094,0.76530402,
788,2005,MENA,,1.1,74.56,,9106,,-4,,,,,
788,2010,MENA,,,,,10746,6.330588,-4,,0.5696377,,0.75920346,
788,2015,MENA,,,,,11060,,,,,,,
792,1800,MENA,,,,,,,-10,,,,0.99509112,
792,1805,MENA,,,,,,,-10,,,,,
792,1810,MENA,,,,,,,-10,,,,0.99525384,
792,1815,MENA,,,,,,,-10,,,,,
792,1820,MENA,7.01466454,,,,1210,,-10,10074,,,0.99503953,57.71468
792,1825,MENA,,,,,,,-10,,,,,
792,1830,MENA,4.28432627333333,,,,,,-10,,,,0.99481734,
792,1835,MENA,3.93837093,,,,,,-10,,,,,
792,1840,MENA,3.84740444,,,,,,-10,,,,0.99458733,
792,1845,MENA,4.24600836,,,,,,-10,,,,,
792,1850,MENA,,,,168.66,,,-10,,,0.0004327116,0.99434964,37.42893
792,1855,MENA,4.151621885,,,,,,-10,,,,,
792,1860,MENA,5.641408365,,,169.06,,,-10,,,0.0004435501,0.99410462,
792,1865,MENA,5.56302944333333,,,,,,-10,,,,,
792,1870,MENA,5.24949149333333,,,170.08,1449,0.26,-10,11793,0.003591414,0.0005484681,0.99384486,55.94901
792,1875,MENA,5.8104248225,,,,,,-10,,,,,
792,1880,MENA,5.22934319,,,167.414,,0.33,-10,,0.003105718,0.0005301815,0.99357842,
792,1885,MENA,4.17959724,,,,,,-10,,,,,
792,1890,MENA,5.03716216333333,,,168.41,,0.39,-10,,0.008009483,0.001693296,0.99330657,
792,1895,MENA,5.30198059333333,,,,,,-10,,,,,
792,1900,MENA,5.3677848475,,,168.417,,0.47,-10,,0.0222135,0.003226489,0.9930313,
792,1905,MENA,5.2135405225,,,,,,-10,,,,,
792,1910,MENA,5.59961790333333,,,167.95,,0.53,-1,15000,0.03953846,0.005510729,0.9927558,
792,1915,MENA,,,,,,,-1,,,,,
792,1920,MENA,,,,169.3,,0.59,,13877,0.02680888,0.001841382,0.99261498,
792,1925,MENA,,,,,1490,,-6,,,,,
792,1930,MENA,,,,169.29,1989,0.65,-6,14928,0.06828915,0.00446475,0.9924954,53.57338
792,1935,MENA,6.58396862,,35.43,,2160,,-7,,,,,
792,1940,MENA,,9.02014788,31.34,167.2,2667,0.82,-7,17821,0.07867124,0.007280796,0.9924148,
792,1945,MENA,,8.96531655,38.1,,1804,,-7,,,,,
792,1950,MENA,,,41.008,166.6,2583,1.2,7,21121.64,0.1205548,0.006918375,0.99242003,48.81083
792,1955,MENA,,,43.67,,3424,,4,,,,,
792,1960,MENA,,1.40182992,49.66,167.4,3779,2.17,7,28217.12,0.1624695,0.00703184,0.99096619,55.16108
792,1965,MENA,,2.41190468,52.78,,4327,,8,,,,,
792,1970,MENA,,1.90525943333333,54.98,168.6,5466,3.14,8,35758.38,0.3179733,0.01054707,0.99007928,51.67866
792,1975,MENA,24.9318559,0.765,56.9,,7108,,9,,,,,
792,1980,MENA,,0.4225,59.22,,7543,4.23,-5,45048,0.451352,0.01035499,0.98600235,50.23
792,1985,MENA,,0.586666666666667,64.12,,8646,,7,,,,,
792,1990,MENA,28.159839795,1.604,68.18,,10696,5.29,9,56561,0.6883692,0.02804994,0.97876063,44.19597
792,1995,MENA,,1.34,70.02,,11756,,8,,,,,
792,2000,MENA,,0.638,71.9,,13339,6.3,7,67329,0.9113058,0.02768703,0.95303615,46
792,2005,MENA,30.16151591,0.475,73.64,,15416,,7,,,,,
792,2010,MENA,,,74.5,,16700,6.75,7,,0.8098112,,0.96195227,
792,2015,MENA,,,,,19836,,,,,,,
795,1800,East. Europe and form. SU,,,,,,,,367.215,,,0.95155843,
795,1805,East. Europe and form. SU,,,,,,,,,,,,
795,1810,East. Europe and form. SU,,,,,,,,,,,0.94803906,
795,1815,East. Europe and form. SU,,,,,,,,,,,,
795,1820,East. Europe and form. SU,,,,,,,,367.215,,,0.94425967,
795,1825,East. Europe and form. SU,,,,,,,,,,,,
795,1830,East. Europe and form. SU,,,,,,,,,8.204825e-05,,0.94020152,
795,1835,East. Europe and form. SU,,,,,,,,,,,,
795,1840,East. Europe and form. SU,,,,,,,,,,,0.93584309,
795,1845,East. Europe and form. SU,,,,,,,,,,,,
795,1850,East. Europe and form. SU,,,,,,,,,,0.0003262296,0.93116159,
795,1855,East. Europe and form. SU,,,,,,,,,,,,
795,1860,East. Europe and form. SU,,,,,,,,,0.002581236,0.0003135375,0.92613418,
795,1865,East. Europe and form. SU,,,,,,,,,,,,
795,1870,East. Europe and form. SU,,,,,,,,,0.01397172,0.0003466502,0.92073422,
795,1875,East. Europe and form. SU,,,,,,,,,,,,
795,1880,East. Europe and form. SU,,,,,,,,,0.04794896,0.000443677,0.91493164,
795,1885,East. Europe and form. SU,,,,,,,,,,,,
795,1890,East. Europe and form. SU,,,,168.9,,,,,0.08782547,0.0007556523,0.9086979,29.14094
795,1895,East. Europe and form. SU,,,,,,,,,,,,
795,1900,East. Europe and form. SU,,,,,,,,,0.23075,0.001467855,0.90200168,
795,1905,East. Europe and form. SU,,,,,,,,,,,,
795,1910,East. Europe and form. SU,,,,167.93,,,,,0.2802228,0.001370422,0.8948009,39.62817
795,1915,East. Europe and form. SU,,,,,,,,,,,,
795,1920,East. Europe and form. SU,,,,167.5,,,,,0.08548879,0.0007116417,0.88706316,
795,1925,East. Europe and form. SU,,,,,,,,,,,,
795,1930,East. Europe and form. SU,,,,,,,,,0.3723313,0.002058019,0.87874408,44.00415
795,1935,East. Europe and form. SU,,,,,,,,,,,,
795,1940,East. Europe and form. SU,,,,,,2.88484244,,,1.194765,0.00470371,0.86979917,
795,1945,East. Europe and form. SU,,,,,,,,,,,,
795,1950,East. Europe and form. SU,,,51.286,,,,,1204.075,1.589593,0.005526054,0.86018178,
795,1955,East. Europe and form. SU,,,53.409,,,,,,,,,
795,1960,East. Europe and form. SU,,,55.513,,,,,1584.82,2.575179,0.01342194,0.81285884,
795,1965,East. Europe and form. SU,,,57.609,,,,,,,,,
795,1970,East. Europe and form. SU,,,59.17,,,6.19079084,,2181.272,2.977045,0.02439465,0.80688813,
795,1975,East. Europe and form. SU,,,60.219,,,,,,,,,
795,1980,East. Europe and form. SU,,5.85,61.763,,8602,,,2875.133,3.34457,0.0341527,0.80318766,
795,1985,East. Europe and form. SU,,4.722,62.828,,7869,,,,,,,
795,1990,East. Europe and form. SU,,5.38,62.686,,7371,,,3658,2.864328,0.03207712,0.80049321,30.8
795,1995,East. Europe and form. SU,,5.72,63.574,,4172,,-9,,,,,
795,2000,East. Europe and form. SU,,5.18,64.216,,4733,,-9,4385,2.159393,0.01888233,0.78561425,46.35464
795,2005,East. Europe and form. SU,,6.76666666666667,64.655,,9417,,-9,,,,,
795,2010,East. Europe and form. SU,,,,,14563,,-9,,2.369929,,0.78145925,
795,2015,East. Europe and form. SU,,,,,22675,,,,,,,
798,1800,South and South-East Asia,,,,,,,,2.499,,,,
798,1805,South and South-East Asia,,,,,,,,,,,,
798,1810,South and South-East Asia,,,,,,,,,,,,
798,1815,South and South-East Asia,,,,,,,,,,,,
798,1820,South and South-East Asia,,,,,,,,2.499,,,,
798,1825,South and South-East Asia,,,,,,,,,,,,
798,1830,South and South-East Asia,,,,,,,,,,,,
798,1835,South and South-East Asia,,,,,,,,,,,,
798,1840,South and South-East Asia,,,,,,,,,,,,
798,1845,South and South-East Asia,,,,,,,,,,,,
798,1850,South and South-East Asia,,,,,,,,,,,,
798,1855,South and South-East Asia,,,,,,,,,,,,
798,1860,South and South-East Asia,,,,,,,,,,,,
798,1865,South and South-East Asia,,,,,,,,,,,,
798,1870,South and South-East Asia,,,,,,,,,,,,
798,1875,South and South-East Asia,,,,,,,,,,,,
798,1880,South and South-East Asia,,,,,,,,,,,,
798,1885,South and South-East Asia,,,,,,,,,,,,
798,1890,South and South-East Asia,,,,,,,,,,,,
798,1895,South and South-East Asia,,,,,,,,,,,,
798,1900,South and South-East Asia,,,,,,,,,,,,
798,1905,South and South-East Asia,,,,,,,,,,,,
798,1910,South and South-East Asia,,,,,,,,,,,,
798,1915,South and South-East Asia,,,,,,,,,,,,
798,1920,South and South-East Asia,,,,,,,,,,,,
798,1925,South and South-East Asia,,,,,,,,,,,,
798,1930,South and South-East Asia,,,,,,,,,,,,
798,1935,South and South-East Asia,,,,,,,,,,,,
798,1940,South and South-East Asia,,,,,,,,,,,,
798,1945,South and South-East Asia,,,,,,,,,,,,
798,1950,South and South-East Asia,,,,,,,,4.676,,,,
798,1955,South and South-East Asia,,,,,,,,,,,,
798,1960,South and South-East Asia,,,,,,,,5.264,,,,
798,1965,South and South-East Asia,,,,,,,,,,,,
798,1970,South and South-East Asia,,,,,,,,5.815,,,,
798,1975,South and South-East Asia,,,,,,,,,,,,
798,1980,South and South-East Asia,,,,,,,,7.49,,,,
798,1985,South and South-East Asia,,,,,,,,,,,,
798,1990,South and South-East Asia,,,,,,,,9.168,,,,
798,1995,South and South-East Asia,,,,,,,,,,,,
798,2000,South and South-East Asia,,,,,,,,10.838,,,,
798,2005,South and South-East Asia,,,,,,,,,,,,
798,2010,South and South-East Asia,,,,,,,,,,,,
798,2015,South and South-East Asia,,,,,,,,,,,,
800,1800,Sub-Saharan Africa,,,,,,,,2500,,,0.92541369,
800,1805,Sub-Saharan Africa,,,,,,,,,,,,
800,1810,Sub-Saharan Africa,,,,,,,,,,,0.92577988,
800,1815,Sub-Saharan Africa,,,,,,,,,,,,
800,1820,Sub-Saharan Africa,,,,,,,,2101.397,,,0.92576449,
800,1825,Sub-Saharan Africa,,,,,,,,,,,,
800,1830,Sub-Saharan Africa,,,,,,,,,,,0.92574197,
800,1835,Sub-Saharan Africa,,,,,,,,,,,,
800,1840,Sub-Saharan Africa,,,,,,,,,,,0.92571207,
800,1845,Sub-Saharan Africa,,,,,,,,,,,,
800,1850,Sub-Saharan Africa,,,,,,,,2960.343,,,0.92567487,
800,1855,Sub-Saharan Africa,,,,,,,,,,,,
800,1860,Sub-Saharan Africa,,,,,,,,3080.911,,,0.92563042,
800,1865,Sub-Saharan Africa,,,,,,,,,,,,
800,1870,Sub-Saharan Africa,,,,168.07,,0.04,,3206.389,,,0.92469272,
800,1875,Sub-Saharan Africa,,,,,,,,,,,,
800,1880,Sub-Saharan Africa,,,,166.311,,0.05,,3370.364,,,0.92373501,
800,1885,Sub-Saharan Africa,,,,,,,,,,,,
800,1890,Sub-Saharan Africa,,,,166.425,,0.06,,3542.725,,,0.92275835,
800,1895,Sub-Saharan Africa,,,,,,,,,,,,
800,1900,Sub-Saharan Africa,,,,,,0.07,,3507.457,,,0.92176164,
800,1905,Sub-Saharan Africa,5.65409450333333,,,,,,,,,,,
800,1910,Sub-Saharan Africa,5.045449996,,,165.96,,0.09,,3236.749,,,0.92074349,41.04714
800,1915,Sub-Saharan Africa,4.45958042,,,,,,,,,,,
800,1920,Sub-Saharan Africa,6.330667176,,,167.486,,0.1,,3172.594,,,0.90557177,
800,1925,Sub-Saharan Africa,7.4717416275,,23.9,,,,,,,,,
800,1930,Sub-Saharan Africa,4.756558806,,,164.892,,0.38,,3755.122,,,0.88748661,45.42312
800,1935,Sub-Saharan Africa,5.927259004,,26.4,,,,,,,,,
800,1940,Sub-Saharan Africa,7.2094433875,,,,,0.65,,4315.226,,,0.86592509,
800,1945,Sub-Saharan Africa,5.641491055,,28.8,,,,,,,,,
800,1950,Sub-Saharan Africa,6.302236264,,39.996,169.822,1066,0.93,,5158,0.005622123,,0.84021497,43.41246
800,1955,Sub-Saharan Africa,9.534016832,,42.602,,1043,,,,,,,
800,1960,Sub-Saharan Africa,,9.456,45.391,170.087,1107,1.2,,6787,0.01679595,,0.79109944,51.11784
800,1965,Sub-Saharan Africa,6.38273645,,48.116,,1209,,7,,,,,
800,1970,Sub-Saharan Africa,,,49.144,169.612,1346,1.81,-7,9743,0.04077051,,0.75822457,50.7169
800,1975,Sub-Saharan Africa,,,49.333,,1211,,-7,,,,,
800,1980,Sub-Saharan Africa,,,49.422,169.274,888,2.18,3,12415,0.01390711,,0.73424434,51.74838
800,1985,Sub-Saharan Africa,,,48.683,,863,,0,,,,,
800,1990,Sub-Saharan Africa,9.54664948,,46.475,,908,2.62,-7,17456,0.01252054,,0.69213165,40.61367
800,1995,Sub-Saharan Africa,,,46.45,,1033,,-4,,,,,
800,2000,Sub-Saharan Africa,,25.2,50.527,,1176,3.33,-4,23956,0.01702626,,0.67264459,
800,2005,Sub-Saharan Africa,,36.3,55.171,,1440,,-1,,,,,
800,2010,Sub-Saharan Africa,,,,,1829,4.54,-1,,0.01752862,,0.61881929,
800,2015,Sub-Saharan Africa,,,,,1954,,,,,,,
804,1800,East. Europe and form. SU,,,,160.1,,,,11215.49,,,0.90132734,
804,1805,East. Europe and form. SU,,,,,,,,,,,,
804,1810,East. Europe and form. SU,,,,,,,,,,,0.89597094,
804,1815,East. Europe and form. SU,,,,,,,,,,,,
804,1820,East. Europe and form. SU,,,,164.1,,,,11215.49,,,0.88871463,45.56807
804,1825,East. Europe and form. SU,,,,,,,,,,,,
804,1830,East. Europe and form. SU,,,,164.8,,,,,0.0001100394,,0.88065215,
804,1835,East. Europe and form. SU,,,,,,,,,,,,
804,1840,East. Europe and form. SU,,,,164.1,,,,,,,0.87022599,
804,1845,East. Europe and form. SU,,,,,,,,,,,,
804,1850,East. Europe and form. SU,,,,163.1,,,,,,0.0004406855,0.86412909,30.2709
804,1855,East. Europe and form. SU,,,,,,,,,,,,
804,1860,East. Europe and form. SU,,,,,,,,,0.003125301,0.0005071652,0.84500814,
804,1865,East. Europe and form. SU,,,,,,,,,,,,
804,1870,East. Europe and form. SU,,,,164.6,,,,,0.01587519,0.0008484515,0.82582528,
804,1875,East. Europe and form. SU,,,,,,,,,,,,
804,1880,East. Europe and form. SU,,,,165.4,,,,,0.04880085,0.001707188,0.79493709,
804,1885,East. Europe and form. SU,,,,,,,,,,,,
804,1890,East. Europe and form. SU,,,,,,,,,0.08016866,0.002451413,0.75880384,39.07614
804,1895,East. Europe and form. SU,,,,,,,,,,,,
804,1900,East. Europe and form. SU,,,36.6,,,,,,0.1825382,0.005290214,0.70640026,
804,1905,East. Europe and form. SU,,,,,,,,,,,,
804,1910,East. Europe and form. SU,,,,,,,,,0.1896987,0.005942785,0.63812194,43.4
804,1915,East. Europe and form. SU,,,,,,,,,,,,
804,1920,East. Europe and form. SU,,,,,,,,,0.06003547,0.002269756,0.63173378,
804,1925,East. Europe and form. SU,,,46.95,,,,,,,,,
804,1930,East. Europe and form. SU,,,,,,,,,0.2924061,0.008335477,0.65238651,
804,1935,East. Europe and form. SU,,,50,,,,,,,,,
804,1940,East. Europe and form. SU,,,28.16,,,,,,0.931044,0.02752429,0.63008245,
804,1945,East. Europe and form. SU,,,50.8,,,,,,,,,
804,1950,East. Europe and form. SU,,,61.824,,,,,36774.85,1.10449,0.04309457,0.56177024,
804,1955,East. Europe and form. SU,,,67.566,,,,,,,,,
804,1960,East. Europe and form. SU,,,71.376,,,5.16483526,,42644.04,2.052587,0.06756892,0.49643298,
804,1965,East. Europe and form. SU,,,71.574,,,,,,,,,
804,1970,East. Europe and form. SU,,,71.04,,,6.39496092,,47235.7,2.946676,0.07759585,0.50626762,
804,1975,East. Europe and form. SU,,,70.102,,,,,,,,,
804,1980,East. Europe and form. SU,,6.26,69.786,,12000,8.42315869,,50046.65,4.091884,0.0905153,0.5067824,34.42994
804,1985,East. Europe and form. SU,,5.272,70.844,,13303,,,,,,,
804,1990,East. Europe and form. SU,,10.74,69.012,,13615,9.70666782,,51622.28,4.358737,0.07990267,0.51006906,24.53423
804,1995,East. Europe and form. SU,,13.56,67.608,,6552,,7,,,,,
804,2000,East. Europe and form. SU,,11.35,67.756,,6201,10.87828112,6,49007.56,1.698952,0.02861677,0.54921535,32.90899
804,2005,East. Europe and form. SU,,7.98,68.082,,9387,,6,,,,,
804,2010,East. Europe and form. SU,,5.2,,,9762,11.5115195,6,,1.71977,,0.55134579,
804,2015,East. Europe and form. SU,,,,,8961,,,,,,,
807,1800,East. Europe and form. SU,,,,,,,,391.865,,,,
807,1805,East. Europe and form. SU,,,,,,,,,,,,
807,1810,East. Europe and form. SU,,,,,,,,,,,,
807,1815,East. Europe and form. SU,,,,,,,,,,,,
807,1820,East. Europe and form. SU,,,,,,,,391.865,,,,
807,1825,East. Europe and form. SU,,,,,,,,,,,,
807,1830,East. Europe and form. SU,,,,,,,,,,,,
807,1835,East. Europe and form. SU,,,,,,,,,,,,
807,1840,East. Europe and form. SU,,,,,,,,,,,,
807,1845,East. Europe and form. SU,,,,,,,,,,,,
807,1850,East. Europe and form. SU,,,,,,,,,,0.000460514,,
807,1855,East. Europe and form. SU,,,,,,,,,,,,
807,1860,East. Europe and form. SU,,,,,,,,,,0.000447722,,
807,1865,East. Europe and form. SU,,,,,,,,,,,,
807,1870,East. Europe and form. SU,,,,,,,,,,0.0004409994,,
807,1875,East. Europe and form. SU,,,,,,,,,,,,
807,1880,East. Europe and form. SU,,,,,,,,,,0.0004343783,,
807,1885,East. Europe and form. SU,,,,,,,,,,,,
807,1890,East. Europe and form. SU,,,,,,,,,,0.0004282286,,
807,1895,East. Europe and form. SU,,,,,,,,,,,,
807,1900,East. Europe and form. SU,,,,167.669,,,,,,0.0004410947,,
807,1905,East. Europe and form. SU,,,,,,,,,,,,
807,1910,East. Europe and form. SU,,,,168.4,,,,,,0.0004035732,,37.6113
807,1915,East. Europe and form. SU,,,,,,,,,,,,
807,1920,East. Europe and form. SU,,,,169.6,,,,,,0.0006249411,,
807,1925,East. Europe and form. SU,,,,,,,,,,,,
807,1930,East. Europe and form. SU,,,,168.8,,,,,,0.004715487,,43.3531
807,1935,East. Europe and form. SU,,,,,,,,,,,,
807,1940,East. Europe and form. SU,,,,,,,,,,0.005309814,,
807,1945,East. Europe and form. SU,,,,,,,,,,,,
807,1950,East. Europe and form. SU,,,54.9,,,,,1224.627,,0.02012763,,
807,1955,East. Europe and form. SU,,,58.958,,3050,,,,,,,
807,1960,East. Europe and form. SU,,,62.12,,3956,,,1366.198,,0.03378906,,
807,1965,East. Europe and form. SU,,,65.017,,5442,,,,,,,
807,1970,East. Europe and form. SU,,3.1,67.309,,7219,,,1574.407,,0.04440998,,
807,1975,East. Europe and form. SU,,,68.453,,8896,,,,,,,
807,1980,East. Europe and form. SU,,,68.907,,10920,,,1792,,0.07619942,,
807,1985,East. Europe and form. SU,,,70.67,,10915,,,,,,,
807,1990,East. Europe and form. SU,,1.8125,71.532,,10118,,,1861.361,,0.07922835,,
807,1995,East. Europe and form. SU,,2.25,72.65,,7586,,6,,,,,
807,2000,East. Europe and form. SU,,3.734,73.76,,8510,,6,2014.512,,0.04903473,,
807,2005,East. Europe and form. SU,,2.112,74.358,,9240,,9,,,,,
807,2010,East. Europe and form. SU,,2.14,,,11090,,9,,,,,
807,2015,East. Europe and form. SU,,,,,12371,,,,,,,
810,1800,East. Europe and form. SU,,,,,,,,,,,,
810,1805,East. Europe and form. SU,,,,,,,,,,,,
810,1810,East. Europe and form. SU,,,,,,,,,,,,
810,1815,East. Europe and form. SU,,,,,,,,,,,,
810,1820,East. Europe and form. SU,,,,,,,,,,,,
810,1825,East. Europe and form. SU,,,,,,,,,,,,
810,1830,East. Europe and form. SU,,,,,,,,,,,,
810,1835,East. Europe and form. SU,,,,,,,,,,,,
810,1840,East. Europe and form. SU,,,,,,,,,,,,
810,1845,East. Europe and form. SU,,,,,,,,,,,,
810,1850,East. Europe and form. SU,,,,,,,,,,,,
810,1855,East. Europe and form. SU,,,,,,,,,,,,
810,1860,East. Europe and form. SU,,,,,,,,,,,,
810,1865,East. Europe and form. SU,,,,,,,,,,,,
810,1870,East. Europe and form. SU,,,,,,,,,,,,
810,1875,East. Europe and form. SU,,,,,,,,,,,,
810,1880,East. Europe and form. SU,,,,,,,,,,,,
810,1885,East. Europe and form. SU,,,,,1860,,,,,,,
810,1890,East. Europe and form. SU,,,,,1862,,,,,,,
810,1895,East. Europe and form. SU,,,,,2227,,,,,,,
810,1900,East. Europe and form. SU,,,,,2570,,,,,,,
810,1905,East. Europe and form. SU,,,,,2609,,,,,,,
810,1910,East. Europe and form. SU,,,,,2899,,,,,,,
810,1915,East. Europe and form. SU,,,,,2987,,,,,,,
810,1920,East. Europe and form. SU,,,,,1236,,,,,,,
810,1925,East. Europe and form. SU,,,,,2394,,,,,,,
810,1930,East. Europe and form. SU,,,,,3114,,,,,,,
810,1935,East. Europe and form. SU,,,,,4007,,,,,,,
810,1940,East. Europe and form. SU,,,,,4608,,,,,,,
810,1945,East. Europe and form. SU,,,,,,,,,,,,
810,1950,East. Europe and form. SU,,,,,6108,,,,,,,
810,1955,East. Europe and form. SU,,,,,7122,,,,,,,
810,1960,East. Europe and form. SU,,,,,8481,,,,,,,
810,1965,East. Europe and form. SU,,,,,9961,,,,,,,
810,1970,East. Europe and form. SU,,,,,11985,,,,,,,
810,1975,East. Europe and form. SU,,,,,13188,,,,,,,
810,1980,East. Europe and form. SU,,,,,13817,,,,,,,
810,1985,East. Europe and form. SU,,,,,14421,,,,,,,
810,1990,East. Europe and form. SU,,,,,14820,,,,,,,
810,1995,East. Europe and form. SU,,,,,8651,,,,,,,
810,2000,East. Europe and form. SU,,,,,9583,,,,,,,
810,2005,East. Europe and form. SU,,,,,13535,,,,,,,
810,2010,East. Europe and form. SU,,,,,16579,,,,,,,
810,2015,East. Europe and form. SU,,,,,18479,,,,,,,
818,1800,MENA,,,,,,,,3500,,,0.99660558,
818,1805,MENA,,,,,,,,,,,,
818,1810,MENA,,,,,,,,,,,0.99628933,
818,1815,MENA,,,,,,,,,,,,
818,1820,MENA,,,,,1599,,,4194,,,0.99598748,57.71468
818,1825,MENA,,,,,,,,,,,,
818,1830,MENA,,,,,,,,,,,0.99570012,
818,1835,MENA,,,,,,,,,,,,
818,1840,MENA,,,,,,,,4476,,,0.99542694,
818,1845,MENA,,,,,,,,,,,,
818,1850,MENA,,,,166.35,,,,5683.846,,8.567398e-05,0.99516817,63.09967
818,1855,MENA,,,,,,,,,,,,
818,1860,MENA,,,,167.69,,,,6284.784,,1e-04,0.99578445,
818,1865,MENA,,,,,,,,,,,,
818,1870,MENA,,,,166.88,1999,0.15,,6949.257,,1e-04,0.99528277,44.76133
818,1875,MENA,,,,,,,,,,,,
818,1880,MENA,,,,162.99,,0.17,,7683.984,,0.0001000015,0.99472283,
818,1885,MENA,,,,,,,,,,,,
818,1890,MENA,,,,,,0.23,,8799.254,,0.0001000064,0.99282207,33.1912
818,1895,MENA,,,,,,,,,,,,
818,1900,MENA,,,,166.2,,0.3,,10176.31,,0.0001001243,0.99147757,
818,1905,MENA,,,,,,,,,,,,
818,1910,MENA,,,,166.21,,0.42,,11698.51,,8.580151e-05,0.99047091,41.69664
818,1915,MENA,,,,,,,,,,,,
818,1920,MENA,,,,165.11,,0.45,,13139.46,0.008899815,0.0005114524,0.98948359,
818,1925,MENA,,,31.4333333333333,,,,4,,,,,
818,1930,MENA,,,32.54,,,0.74,-6,14679.85,0.01791973,0.000815539,0.98851586,45.98825
818,1935,MENA,,6.45912945,33.96,,,,1,,,,,
818,1940,MENA,,5.4597712,32.76,167.504,,0.95,1,16812.18,0.04630012,0.002201245,0.98712959,
818,1945,MENA,,3.70933045,35.14,,,,1,,,,,
818,1950,MENA,,0.87,41.143,170.09,3219,1.47,1,21834,0.1298688,0.005056793,0.98485958,38.81282
818,1955,MENA,,1.146,46.363,,2358,,-7,,,,,
818,1960,MENA,,1.222,49.315,170.632,2643,1.61,-7,27840,0.1574925,0.006132217,0.98082903,42.9
818,1965,MENA,,0.47,51.6,,3234,,-7,,,,,
818,1970,MENA,,1.205,52.982,171.248,3343,1.76,-7,33574.03,0.1624458,0.005480423,0.97851904,43.37
818,1975,MENA,,1.092,56.783,,3787,,-7,,,,,
818,1980,MENA,,0.88,59.926,171.283,5516,3.07,-6,42634.21,0.2773387,0.008611342,0.98100294,49.85116
818,1985,MENA,,0.49,63.56,,6586,,-6,,,,,
818,1990,MENA,9.22934063,,65.466,,6725,5.15,-6,56683,0.3562872,0.01153692,0.97909793,54.34827
818,1995,MENA,7.42537216,,67.999,,7399,,-6,,,,,
818,2000,MENA,16.99782999,0.913333333333333,69.02,,8632,6.83,-6,70512,0.6070215,0.007966648,0.97413425,53.77821
818,2005,MENA,,0.84,69.916,,9291,,-3,,,,,
818,2010,MENA,,,,,10985,7.72,-3,,0.5358206,,0.97091867,
818,2015,MENA,,,,,11159,,,,,,,
826,1800,W. Europe,,1.6,40.02,,,,-2,10750,0.6027376,,0.79600174,
826,1805,W. Europe,,1.6,40.58,,,,-2,,,,,
826,1810,W. Europe,,1.6,41.25,169.7,,,-2,11970,0.7530261,,0.81258261,
826,1815,W. Europe,,1.6,40.84,,,,-2,,,,,
826,1820,W. Europe,16.666605036,1.6,40.47,169.1,3241,1.76130605,-2,21239,0.7596602,,0.79492536,59.27
826,1825,W. Europe,14.876191762,1.6,41.43,,3453,,-2,,,,,
826,1830,W. Europe,16.631010976,1.6,40.89,166.7,3481,1.92557094,-2,24139,1.056239,,0.79209957,
826,1835,W. Europe,16.53517226,1.6,40.56,,3786,,-2,,,,,
826,1840,W. Europe,16.14390891,1.6,41.265,166.5,3940,2.22929185,3,26745,1.044845,,0.76686138,
826,1845,W. Europe,16.019113986,1.6,39.681,,4301,,3,,,,,
826,1850,W. Europe,17.696166488,1.6,40.719,165.6,4248,2.64138346,3,27181,1.508015,0.04123728,0.7791651,43.49139
826,1855,W. Europe,16.161373964,1.6,40.817,,4656,,3,,,,,
